Price,Condo_Fee,Neighbourhood,Size_m2,Rooms,Bathrooms,Garage_Spots,Published,Description
R$ 275.000,R$ 322 Condominio,"Setor Habitacional Jardins Mangueiral, Brasília",52 m² tot.,2 quartos,1 banheiro,2 vaga,Publicado há 11 dias,
R$ 760.000,R$ 845 Condominio,"Octogonal, Brasília",72 m² tot.,2 quartos,2 ban.,1 vaga,Publicado há 27 dias,
R$ 2.890.000,R$ 1.200 Condominio,"Noroeste, Brasília",200 m² tot.,3 quartos,6 ban.,3 vaga,Publicado há 13 dias,
R$ 1.650.000,R$ 1.150 Condominio,"Asa Sul, Brasília",140 m² tot.,3 quartos,2 ban.,1 vaga,Publicado há 12 dias,"Direto com O proprietário. Excelente apartamento na sqs 309, Bloco A, localização privilegiada, perto dos melhores comércios, bem iluminado e claro. Venha conferir! Excelente localização na sqs 309. Próximos de escolas, comércio e toda infraestrutura. Apartamento com 115 m² com living amplo para três ambientes com piso em madeira e granito, teto com acabamento em gesso com luminárias embutidas. São 3 quartos, sendo 1 suíte, com armários nos dormitórios e 2 banheiros. Com copa, cozinha, área, banheiro e quarto de serviço e 1 vaga de garagem. Condomínio mensal de R$1. 150, 00. Iptu Anual de 2023 de R$2. 700, 00 ou R$225, 00 por mês."
R$ 2.350.000,,"Park Sul, Brasília",282 m² tot.,4 quartos,6 ban.,3 vaga,Publicado há 10 dias,"Viva o luxo de morar no Riviera Park Sul. Prédio moderno, recém entregue com excelente acabamento. Desfrute do melhor em um apartamento com 4 suítes. Sala ampla para dois ambientes com ótima ventilação e iluminação. Cozinha com área de serviço independente. 3 vagas de garagem com 1 ponto de carregamento veicular elétrico. Lazer resort. Localização privilegiada, próximo ao Park Shopping, Casa Park, Carrefour. Emprend imobiliária. compra / venda / locação."
R$ 990.000,R$ 820 Condominio,"Guará II, Brasília",160 m² tot.,4 quartos,3 ban.,2 vaga,Publicado há 10 dias,"Apartamento À venda com porteira fechada: 91M², sem vizinho de porta. andar alto de frente para A avenida contorno, bem localizado, com paradas de Ônibus quase de frente para O prédio, apenas À 2km de distÂncia da estação de metrÔ do guará nascente, muito ventilado, com vista livre que chega até A torre de tv de brasília. 2 vagas cobertas de garagem no primeiro subsolo, próximas ao elevador E ao carrinho de compras. 4 quartos (1 suíte com painel de tv), sendo 3 deles com ar-condicionado E 2 deles com tv. 2 camas de casal (1 cama baú), 2 camas de solteiro, 2 mesas de cabeceira. 3 banheiros (O banheiro de serviço foi transformado em lavanderia) lavanderia com máquinda de lavar brastemp double wash de 15kg, sapateira E 3 condensadoras de ar-condicionado. sala de jantar com lustre, decoração de vidros na parede, E mesa de 8 lugares (tampo de vidro E base de madeira maciça) sala de estar com sofá de 2 lugares, poltrona reclinável, tv, mesa de computador E estante para livros. cozinha com geladeira, microondas E fogão 4 bocas (todos brastemp), purificador de água consul, liquidificador oster com 2 copos de vidro, mixer, fritadeira elétrica, fruteira, jogos de louça, copos, panelas, tigelas, travessas de vidro E de inox, talheres, escorredor de pratos. Armários planejados (todos em mdf): 4 armários nos quartos, 1 sapateira do chão ao teto na suíte, 2 armários nos banheiros, 5 armários na cozinha, 3 armários na área de serviço E 1 armário na lavanderia. 4 tomadas wi-fi para melhor distribuir A internet pelo apartamento. E muito mais. área de lazer: salão de festas adulto. salão de festas infantil. lounge teen. brinquedoteca. lan house. espaço gourmet. sports bar. spa. sauna. sala de massagem. salão de jogos teen. salão de jogos infantil. sala de estudos. academia. 4 churrasqueiras equipadas (1 com forno de pizza) 4 piscinas aquecidas (1 de 25 metros) quadra poliesportiva. mini quadra. campo de VÔlei de areia. playground. sports club residencial"
R$ 2.200.000,R$ 1.441 Condominio,"Noroeste, Brasília",173 m² tot.,3 quartos,4 ban.,3 vaga,Publicado há 21 dias,
R$ 1.520.000,R$ 1.100 Condominio,"Guará II, Brasília",113 m² tot.,4 quartos,3 ban.,2 vaga,Publicado há 5 dias,"Apartamento com 113m2 composto de: 03 quartos, sendo 01 suíte + 01 reversível, com armários planejados, piso em porcelanato. Sala ampla 02 ambientes, cozinha, área de serviço e wc de serviço. Varanda fechada com cortina de vidro. 02 vagas soltas e espaçosas no subsolo. Condomínio completo com área de lazer, quadras, piscinas, salões de festa, playground, brinquedoteca, dentre outras opções. Atividades esportivas inclusas no condomínio para adultos e crianças. Segurança 24h. Oportunidade. Entre em contato: Raphaella Macedo. 61 9 Ver dados"
R$ 550.000,R$ 510 Condominio,"Asa Norte, Brasília",44 m² tot.,2 quartos,1 banheiro,,Publicado há 2 dias,"Apartamento com reforma de revista! Totalmente revestido em porcelanato de 1ª linha, 60x60, elétrica e hidráulica trocadas 100%. Iluminação lateral. 2 quartos com armários, um deles com ar condicionado. Cozinha integrada com sala e armários. Banheiro com blindex. 3º andar vazado. Prédio com bicicletário e salão de festa. Escada com cobogo. Zelador diurno e porteiro noturno todos os dias. Prédio próximo ao comércio, unb, Mercado, Parque Olhos D'água. Direto com proprietária. Documentação 100% em dia para financiar. Iptu 2024 quitado"
R$ 430.000,R$ 410 Condominio,"Guará II, Brasília",36 m² tot.,1 quartos,1 banheiro,1 vaga,Publicado há 24 dias,
R$ 1.100.000,R$ 1.000 Condominio,"Asa Norte, Brasília",92 m² tot.,2 quartos,2 ban.,1 vaga,Publicado há 3 dias,
R$ 330.000,R$ 450 Condominio,"Asa Norte, Brasília",33 m² tot.,1 quartos,1 banheiro,1 vaga,Publicado há 10 dias,
R$ 690.000,R$ 550 Condominio,"Asa Sul, Brasília",64 m² tot.,2 quartos,1 banheiro,"Sqs 415 - Asa Sul. Seja bem-vindo ao conforto e praticidade que este apartamento proporciona! Localizado na sqs 415, este imóvel é uma excelente escolha para quem busca qualidade de vida e comodidade. São 64m² distribuídos em: - Sala ampla; - Cozinha; - 2 Quartos com armários; - 1 Banheiro social. Aceita financiamento E fgts. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada, bem como eventual vaga de garagem anunciada que deverá ser confirmada, pois se trata de vaga vinculada, área comum ou estacionamento público cercado. Plantão de atendimento. Ligue agora e agende sua visita! - 16/02/2024",Publicado há 11 dias,
R$ 490.000,R$ 450 Condominio,"Asa Norte, Brasília",58 m² tot.,2 quartos,1 banheiro,"Shcgn 709 - Asa Norte. Com uma localização conveniente e comodidades essenciais, este apartamento oferece conforto e praticidade para sua vida diária. São 45m² distribuídos em: - Sala ampla; - Cozinha com armários; - 2 Quartos; - 1 Banheiro social; - Área de serviço. Aceita financiamento E fgts. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada, bem como eventual vaga de garagem anunciada que deverá ser confirmada, pois se trata de vaga vinculada, área comum ou estacionamento público cercado. Plantão de atendimento. Ligue agora e agende sua visita! - 16/02/2024",Publicado há 3 dias,
R$ 3.500.000,R$ 1.296 Condominio,"Asa Norte, Brasília",280 m² tot.,5 quartos,4 ban.,1 vaga,Publicado há 3 dias,
R$ 1.590.000,R$ 900 Condominio,"Asa Sul, Brasília",131 m² tot.,3 quartos,2 ban.,"Encantador apartamento na sqs 105, com ótima estrutura, oferecendo 131 m² de conforto e elegância. O piso em taco sinteco dá um toque especial ao ambiente, que possui três quartos amplos, incluindo uma suíte com armários. O banheiro social espaçoso. A cozinha foi ampliada e tem uma área de serviço e um quarto para empregada completo. A sala, é bem iluminada e ventilada, ideal para relaxar. Além disso, o apartamento tem uma vista incrível. É importante mencionar que as vagas de garagem não são registradas e o acesso é feito apenas pela prumada central. A localização é excelente, com comércio diversificado na região. Agende uma visita e conheça esse imóvel encantador pessoalmente! Atenção** Informamos que não recebemos ou autorizamos que nenhum corretor parceiro receba sinal ou pagamento de compra de imóveis. Os devidos pagamentos deverão ser efetuados nas contas e nos termos estabelecidos no instrumento de compra e venda Assinado e reconhecido em cartório. * A área do imóvel é uma estimativa e deverá ser confirmada junto a Certidão de Ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada. - 19/02/2024. Bruno Arthur: (61) Ver dados",Publicado desde ontem,
R$ 450.000,R$ 200 Condominio,"Asa Norte, Brasília",51 m² tot.,2 quartos,1 banheiro,"Scrn 714/715 - Asa Norte. Este apartamento com uma reforma recente e uma série de comodidades oferece conforto e praticidade para toda a família. São 51m² distribuídos em: - Sala ampla e arejada; - Cozinha equipada com armários planejados e fogão embutido; - 2 Quartos com armários planejados; - 1 Banheiro com armários planejados e box em vidro temperado. O imóvel conta com ar-condicionado, reforma recente e acabamentos de qualidade, incluindo piso em porcelanato e fiação elétrica nova. Possui localização privilegiada, próximo à Igreja São Francisco, padarias, Shopping Boulevard, Atacadão e Assaí, oferecendo diversas opções de comércios e serviços, além de fácil acesso a transporte público e vias principais da região. Aceita financiamento E fgts. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada, bem como eventual vaga de garagem anunciada que deverá ser confirmada, pois se trata de vaga vinculada, área comum ou estacionamento público cercado. Plantão de atendimento. Ligue agora e agende sua visita! - 16/02/2024",Publicado há 11 dias,
R$ 550.000,R$ 420 Condominio,"Asa Sul, Brasília",67 m² tot.,2 quartos,1 banheiro,"Sqs 410 - Asa Sul. Este é o momento ideal para adquirir um apartamento de qualidade, pronto para morar e com detalhes que fazem a diferença. São 67m² distribuídos em: - Sala ampla com dois ambientes e ar-condicionado, proporcionando versatilidade na decoração; - Cozinha com armários, facilitando a organização e o armazenamento; - 2 Quartos com armários e ar-condicionado; - 1 Banheiro grande com armário e box em blindex; - Quarto privado e grande no subsolo, podendo ser utilizado como depósito ou escritório, oferecendo ainda mais espaço e possibilidades. Aceita financiamento E fgts. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada, bem como eventual vaga de garagem anunciada que deverá ser confirmada, pois se trata de vaga vinculada, área comum ou estacionamento público cercado. Plantão de atendimento. Ligue agora e agende sua visita! - 16/02/2024",Publicado há 9 dias,
R$ 1.692.000,,"Águas Claras, Brasília",158 m² tot.,4 quartos,5 ban.,3 vaga,Publicado há 3 dias,"Apartamento de 4 quartos no Península Lazer, de canto, 158m²** Localização: Península Lazer em Água Claras. **Características do Imóvel: ** - 158 m² - 4 quartos. - Sala de estar/jantar com varanda. - Lavabo. - Circulação. - 01 suíte master (quarto com banheiro exclusivo e closet) - 01 suíte (quarto com banheiro exclusivo) - 02 quartos. - Banheiro social. - Cozinha. - Área de serviço. - Depósito e banheiro de serviço. - 3 vagas de garagem no subsolo 2. **Áreas Internas: ** 1. Salão de festas. 2. Home offices. 3. Salas de estudos. 4. Salão de festas. 5. Brinquedoteca. 6. Baby care. 7. Salão de jogos. 8. Fitness. 9. Vestiários. 10. Salão de festas. 11. Espaço gourmet. **Clube: ** 12. Pet care. 13. Salão de festas. 14. Ateliê 15. Hall de circulação. 16. Espaço cinema. 17. Garage band. 18. Espaço mulher. 19. Spa massagem. 20. Spa/Repouso/Sauna. 21. Vestiários. **Áreas Externas: ** 22. Piscinas adultas. 23. Piscinas infantis. 24. Quadras de tênis. 25. Quadras poliesportivas. 26. Play kids. 27. Play teen. 28. Play escalada. 29. Churrasqueiras. 30. Equipamentos de ginástica. 31. Redários. 32. Minigolfe. 33. Espelhos-d’água. 34. Boulevard. 35. Portaria. 36. Lojas. 37. Praças da babá 38. Play Tarzan. 39. Xadrez gigante. 40. Rampa de skate. 41. Escalada infantil. 42. Play pirata. 43. Minicidade. 44. Pet place. 45. Play baby. 46. Pergolado. 47. Praça de leitura. 48. Play aventura. 49. Play júnior. 50. Praças de convivência. 51. Estacionamento visitantes. 52. Praça das Garças. 53. Praça dos Aromas. **Entre em contato para mais informações e agendamento de visita! ** Leonardo Freire - Corretor de Imóveis. WhatsApp: Ver dados. creci: Ver dados"
R$ 275.000,R$ 322 Condominio,"Setor Habitacional Jardins Mangueiral, Brasília",52 m² tot.,2 quartos,1 banheiro,2 vaga,Publicado há 11 dias,
R$ 760.000,R$ 845 Condominio,"Octogonal, Brasília",72 m² tot.,2 quartos,2 ban.,1 vaga,Publicado há 27 dias,
R$ 2.890.000,R$ 1.200 Condominio,"Noroeste, Brasília",200 m² tot.,3 quartos,6 ban.,3 vaga,Publicado há 13 dias,
R$ 1.650.000,R$ 1.150 Condominio,"Asa Sul, Brasília",140 m² tot.,3 quartos,2 ban.,1 vaga,Publicado há 12 dias,"Direto com O proprietário. Excelente apartamento na sqs 309, Bloco A, localização privilegiada, perto dos melhores comércios, bem iluminado e claro. Venha conferir! Excelente localização na sqs 309. Próximos de escolas, comércio e toda infraestrutura. Apartamento com 115 m² com living amplo para três ambientes com piso em madeira e granito, teto com acabamento em gesso com luminárias embutidas. São 3 quartos, sendo 1 suíte, com armários nos dormitórios e 2 banheiros. Com copa, cozinha, área, banheiro e quarto de serviço e 1 vaga de garagem. Condomínio mensal de R$1. 150, 00. Iptu Anual de 2023 de R$2. 700, 00 ou R$225, 00 por mês."
R$ 2.350.000,,"Park Sul, Brasília",282 m² tot.,4 quartos,6 ban.,3 vaga,Publicado há 10 dias,"Viva o luxo de morar no Riviera Park Sul. Prédio moderno, recém entregue com excelente acabamento. Desfrute do melhor em um apartamento com 4 suítes. Sala ampla para dois ambientes com ótima ventilação e iluminação. Cozinha com área de serviço independente. 3 vagas de garagem com 1 ponto de carregamento veicular elétrico. Lazer resort. Localização privilegiada, próximo ao Park Shopping, Casa Park, Carrefour. Emprend imobiliária. compra / venda / locação."
R$ 990.000,R$ 820 Condominio,"Guará II, Brasília",160 m² tot.,4 quartos,3 ban.,2 vaga,Publicado há 10 dias,"Apartamento À venda com porteira fechada: 91M², sem vizinho de porta. andar alto de frente para A avenida contorno, bem localizado, com paradas de Ônibus quase de frente para O prédio, apenas À 2km de distÂncia da estação de metrÔ do guará nascente, muito ventilado, com vista livre que chega até A torre de tv de brasília. 2 vagas cobertas de garagem no primeiro subsolo, próximas ao elevador E ao carrinho de compras. 4 quartos (1 suíte com painel de tv), sendo 3 deles com ar-condicionado E 2 deles com tv. 2 camas de casal (1 cama baú), 2 camas de solteiro, 2 mesas de cabeceira. 3 banheiros (O banheiro de serviço foi transformado em lavanderia) lavanderia com máquinda de lavar brastemp double wash de 15kg, sapateira E 3 condensadoras de ar-condicionado. sala de jantar com lustre, decoração de vidros na parede, E mesa de 8 lugares (tampo de vidro E base de madeira maciça) sala de estar com sofá de 2 lugares, poltrona reclinável, tv, mesa de computador E estante para livros. cozinha com geladeira, microondas E fogão 4 bocas (todos brastemp), purificador de água consul, liquidificador oster com 2 copos de vidro, mixer, fritadeira elétrica, fruteira, jogos de louça, copos, panelas, tigelas, travessas de vidro E de inox, talheres, escorredor de pratos. Armários planejados (todos em mdf): 4 armários nos quartos, 1 sapateira do chão ao teto na suíte, 2 armários nos banheiros, 5 armários na cozinha, 3 armários na área de serviço E 1 armário na lavanderia. 4 tomadas wi-fi para melhor distribuir A internet pelo apartamento. E muito mais. área de lazer: salão de festas adulto. salão de festas infantil. lounge teen. brinquedoteca. lan house. espaço gourmet. sports bar. spa. sauna. sala de massagem. salão de jogos teen. salão de jogos infantil. sala de estudos. academia. 4 churrasqueiras equipadas (1 com forno de pizza) 4 piscinas aquecidas (1 de 25 metros) quadra poliesportiva. mini quadra. campo de VÔlei de areia. playground. sports club residencial"
R$ 2.200.000,R$ 1.441 Condominio,"Noroeste, Brasília",173 m² tot.,3 quartos,4 ban.,3 vaga,Publicado há 21 dias,
R$ 1.520.000,R$ 1.100 Condominio,"Guará II, Brasília",113 m² tot.,4 quartos,3 ban.,2 vaga,Publicado há 5 dias,"Apartamento com 113m2 composto de: 03 quartos, sendo 01 suíte + 01 reversível, com armários planejados, piso em porcelanato. Sala ampla 02 ambientes, cozinha, área de serviço e wc de serviço. Varanda fechada com cortina de vidro. 02 vagas soltas e espaçosas no subsolo. Condomínio completo com área de lazer, quadras, piscinas, salões de festa, playground, brinquedoteca, dentre outras opções. Atividades esportivas inclusas no condomínio para adultos e crianças. Segurança 24h. Oportunidade. Entre em contato: Raphaella Macedo. 61 9 Ver dados"
R$ 550.000,R$ 510 Condominio,"Asa Norte, Brasília",44 m² tot.,2 quartos,1 banheiro,,Publicado há 2 dias,"Apartamento com reforma de revista! Totalmente revestido em porcelanato de 1ª linha, 60x60, elétrica e hidráulica trocadas 100%. Iluminação lateral. 2 quartos com armários, um deles com ar condicionado. Cozinha integrada com sala e armários. Banheiro com blindex. 3º andar vazado. Prédio com bicicletário e salão de festa. Escada com cobogo. Zelador diurno e porteiro noturno todos os dias. Prédio próximo ao comércio, unb, Mercado, Parque Olhos D'água. Direto com proprietária. Documentação 100% em dia para financiar. Iptu 2024 quitado"
R$ 430.000,R$ 410 Condominio,"Guará II, Brasília",36 m² tot.,1 quartos,1 banheiro,1 vaga,Publicado há 24 dias,
R$ 1.100.000,R$ 1.000 Condominio,"Asa Norte, Brasília",92 m² tot.,2 quartos,2 ban.,1 vaga,Publicado há 3 dias,
R$ 330.000,R$ 450 Condominio,"Asa Norte, Brasília",33 m² tot.,1 quartos,1 banheiro,1 vaga,Publicado há 10 dias,
R$ 690.000,R$ 550 Condominio,"Asa Sul, Brasília",64 m² tot.,2 quartos,1 banheiro,"Sqs 415 - Asa Sul. Seja bem-vindo ao conforto e praticidade que este apartamento proporciona! Localizado na sqs 415, este imóvel é uma excelente escolha para quem busca qualidade de vida e comodidade. São 64m² distribuídos em: - Sala ampla; - Cozinha; - 2 Quartos com armários; - 1 Banheiro social. Aceita financiamento E fgts. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada, bem como eventual vaga de garagem anunciada que deverá ser confirmada, pois se trata de vaga vinculada, área comum ou estacionamento público cercado. Plantão de atendimento. Ligue agora e agende sua visita! - 16/02/2024",Publicado há 11 dias,
R$ 490.000,R$ 450 Condominio,"Asa Norte, Brasília",58 m² tot.,2 quartos,1 banheiro,"Shcgn 709 - Asa Norte. Com uma localização conveniente e comodidades essenciais, este apartamento oferece conforto e praticidade para sua vida diária. São 45m² distribuídos em: - Sala ampla; - Cozinha com armários; - 2 Quartos; - 1 Banheiro social; - Área de serviço. Aceita financiamento E fgts. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada, bem como eventual vaga de garagem anunciada que deverá ser confirmada, pois se trata de vaga vinculada, área comum ou estacionamento público cercado. Plantão de atendimento. Ligue agora e agende sua visita! - 16/02/2024",Publicado há 3 dias,
R$ 3.500.000,R$ 1.296 Condominio,"Asa Norte, Brasília",280 m² tot.,5 quartos,4 ban.,1 vaga,Publicado há 3 dias,
R$ 1.590.000,R$ 900 Condominio,"Asa Sul, Brasília",131 m² tot.,3 quartos,2 ban.,"Encantador apartamento na sqs 105, com ótima estrutura, oferecendo 131 m² de conforto e elegância. O piso em taco sinteco dá um toque especial ao ambiente, que possui três quartos amplos, incluindo uma suíte com armários. O banheiro social espaçoso. A cozinha foi ampliada e tem uma área de serviço e um quarto para empregada completo. A sala, é bem iluminada e ventilada, ideal para relaxar. Além disso, o apartamento tem uma vista incrível. É importante mencionar que as vagas de garagem não são registradas e o acesso é feito apenas pela prumada central. A localização é excelente, com comércio diversificado na região. Agende uma visita e conheça esse imóvel encantador pessoalmente! Atenção** Informamos que não recebemos ou autorizamos que nenhum corretor parceiro receba sinal ou pagamento de compra de imóveis. Os devidos pagamentos deverão ser efetuados nas contas e nos termos estabelecidos no instrumento de compra e venda Assinado e reconhecido em cartório. * A área do imóvel é uma estimativa e deverá ser confirmada junto a Certidão de Ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada. - 19/02/2024. Bruno Arthur: (61) Ver dados",Publicado desde ontem,
R$ 450.000,R$ 200 Condominio,"Asa Norte, Brasília",51 m² tot.,2 quartos,1 banheiro,"Scrn 714/715 - Asa Norte. Este apartamento com uma reforma recente e uma série de comodidades oferece conforto e praticidade para toda a família. São 51m² distribuídos em: - Sala ampla e arejada; - Cozinha equipada com armários planejados e fogão embutido; - 2 Quartos com armários planejados; - 1 Banheiro com armários planejados e box em vidro temperado. O imóvel conta com ar-condicionado, reforma recente e acabamentos de qualidade, incluindo piso em porcelanato e fiação elétrica nova. Possui localização privilegiada, próximo à Igreja São Francisco, padarias, Shopping Boulevard, Atacadão e Assaí, oferecendo diversas opções de comércios e serviços, além de fácil acesso a transporte público e vias principais da região. Aceita financiamento E fgts. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada, bem como eventual vaga de garagem anunciada que deverá ser confirmada, pois se trata de vaga vinculada, área comum ou estacionamento público cercado. Plantão de atendimento. Ligue agora e agende sua visita! - 16/02/2024",Publicado há 11 dias,
R$ 550.000,R$ 420 Condominio,"Asa Sul, Brasília",67 m² tot.,2 quartos,1 banheiro,"Sqs 410 - Asa Sul. Este é o momento ideal para adquirir um apartamento de qualidade, pronto para morar e com detalhes que fazem a diferença. São 67m² distribuídos em: - Sala ampla com dois ambientes e ar-condicionado, proporcionando versatilidade na decoração; - Cozinha com armários, facilitando a organização e o armazenamento; - 2 Quartos com armários e ar-condicionado; - 1 Banheiro grande com armário e box em blindex; - Quarto privado e grande no subsolo, podendo ser utilizado como depósito ou escritório, oferecendo ainda mais espaço e possibilidades. Aceita financiamento E fgts. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada, bem como eventual vaga de garagem anunciada que deverá ser confirmada, pois se trata de vaga vinculada, área comum ou estacionamento público cercado. Plantão de atendimento. Ligue agora e agende sua visita! - 16/02/2024",Publicado há 9 dias,
R$ 1.692.000,,"Águas Claras, Brasília",158 m² tot.,4 quartos,5 ban.,3 vaga,Publicado há 3 dias,"Apartamento de 4 quartos no Península Lazer, de canto, 158m²** Localização: Península Lazer em Água Claras. **Características do Imóvel: ** - 158 m² - 4 quartos. - Sala de estar/jantar com varanda. - Lavabo. - Circulação. - 01 suíte master (quarto com banheiro exclusivo e closet) - 01 suíte (quarto com banheiro exclusivo) - 02 quartos. - Banheiro social. - Cozinha. - Área de serviço. - Depósito e banheiro de serviço. - 3 vagas de garagem no subsolo 2. **Áreas Internas: ** 1. Salão de festas. 2. Home offices. 3. Salas de estudos. 4. Salão de festas. 5. Brinquedoteca. 6. Baby care. 7. Salão de jogos. 8. Fitness. 9. Vestiários. 10. Salão de festas. 11. Espaço gourmet. **Clube: ** 12. Pet care. 13. Salão de festas. 14. Ateliê 15. Hall de circulação. 16. Espaço cinema. 17. Garage band. 18. Espaço mulher. 19. Spa massagem. 20. Spa/Repouso/Sauna. 21. Vestiários. **Áreas Externas: ** 22. Piscinas adultas. 23. Piscinas infantis. 24. Quadras de tênis. 25. Quadras poliesportivas. 26. Play kids. 27. Play teen. 28. Play escalada. 29. Churrasqueiras. 30. Equipamentos de ginástica. 31. Redários. 32. Minigolfe. 33. Espelhos-d’água. 34. Boulevard. 35. Portaria. 36. Lojas. 37. Praças da babá 38. Play Tarzan. 39. Xadrez gigante. 40. Rampa de skate. 41. Escalada infantil. 42. Play pirata. 43. Minicidade. 44. Pet place. 45. Play baby. 46. Pergolado. 47. Praça de leitura. 48. Play aventura. 49. Play júnior. 50. Praças de convivência. 51. Estacionamento visitantes. 52. Praça das Garças. 53. Praça dos Aromas. **Entre em contato para mais informações e agendamento de visita! ** Leonardo Freire - Corretor de Imóveis. WhatsApp: Ver dados. creci: Ver dados"
R$ 275.000,R$ 322 Condominio,"Setor Habitacional Jardins Mangueiral, Brasília",52 m² tot.,2 quartos,1 banheiro,2 vaga,Publicado há 11 dias,
R$ 760.000,R$ 845 Condominio,"Octogonal, Brasília",72 m² tot.,2 quartos,2 ban.,1 vaga,Publicado há 27 dias,
R$ 2.890.000,R$ 1.200 Condominio,"Noroeste, Brasília",200 m² tot.,3 quartos,6 ban.,3 vaga,Publicado há 13 dias,
R$ 1.650.000,R$ 1.150 Condominio,"Asa Sul, Brasília",140 m² tot.,3 quartos,2 ban.,1 vaga,Publicado há 12 dias,"Direto com O proprietário. Excelente apartamento na sqs 309, Bloco A, localização privilegiada, perto dos melhores comércios, bem iluminado e claro. Venha conferir! Excelente localização na sqs 309. Próximos de escolas, comércio e toda infraestrutura. Apartamento com 115 m² com living amplo para três ambientes com piso em madeira e granito, teto com acabamento em gesso com luminárias embutidas. São 3 quartos, sendo 1 suíte, com armários nos dormitórios e 2 banheiros. Com copa, cozinha, área, banheiro e quarto de serviço e 1 vaga de garagem. Condomínio mensal de R$1. 150, 00. Iptu Anual de 2023 de R$2. 700, 00 ou R$225, 00 por mês."
R$ 2.350.000,,"Park Sul, Brasília",282 m² tot.,4 quartos,6 ban.,3 vaga,Publicado há 10 dias,"Viva o luxo de morar no Riviera Park Sul. Prédio moderno, recém entregue com excelente acabamento. Desfrute do melhor em um apartamento com 4 suítes. Sala ampla para dois ambientes com ótima ventilação e iluminação. Cozinha com área de serviço independente. 3 vagas de garagem com 1 ponto de carregamento veicular elétrico. Lazer resort. Localização privilegiada, próximo ao Park Shopping, Casa Park, Carrefour. Emprend imobiliária. compra / venda / locação."
R$ 990.000,R$ 820 Condominio,"Guará II, Brasília",160 m² tot.,4 quartos,3 ban.,2 vaga,Publicado há 10 dias,"Apartamento À venda com porteira fechada: 91M², sem vizinho de porta. andar alto de frente para A avenida contorno, bem localizado, com paradas de Ônibus quase de frente para O prédio, apenas À 2km de distÂncia da estação de metrÔ do guará nascente, muito ventilado, com vista livre que chega até A torre de tv de brasília. 2 vagas cobertas de garagem no primeiro subsolo, próximas ao elevador E ao carrinho de compras. 4 quartos (1 suíte com painel de tv), sendo 3 deles com ar-condicionado E 2 deles com tv. 2 camas de casal (1 cama baú), 2 camas de solteiro, 2 mesas de cabeceira. 3 banheiros (O banheiro de serviço foi transformado em lavanderia) lavanderia com máquinda de lavar brastemp double wash de 15kg, sapateira E 3 condensadoras de ar-condicionado. sala de jantar com lustre, decoração de vidros na parede, E mesa de 8 lugares (tampo de vidro E base de madeira maciça) sala de estar com sofá de 2 lugares, poltrona reclinável, tv, mesa de computador E estante para livros. cozinha com geladeira, microondas E fogão 4 bocas (todos brastemp), purificador de água consul, liquidificador oster com 2 copos de vidro, mixer, fritadeira elétrica, fruteira, jogos de louça, copos, panelas, tigelas, travessas de vidro E de inox, talheres, escorredor de pratos. Armários planejados (todos em mdf): 4 armários nos quartos, 1 sapateira do chão ao teto na suíte, 2 armários nos banheiros, 5 armários na cozinha, 3 armários na área de serviço E 1 armário na lavanderia. 4 tomadas wi-fi para melhor distribuir A internet pelo apartamento. E muito mais. área de lazer: salão de festas adulto. salão de festas infantil. lounge teen. brinquedoteca. lan house. espaço gourmet. sports bar. spa. sauna. sala de massagem. salão de jogos teen. salão de jogos infantil. sala de estudos. academia. 4 churrasqueiras equipadas (1 com forno de pizza) 4 piscinas aquecidas (1 de 25 metros) quadra poliesportiva. mini quadra. campo de VÔlei de areia. playground. sports club residencial"
R$ 2.200.000,R$ 1.441 Condominio,"Noroeste, Brasília",173 m² tot.,3 quartos,4 ban.,3 vaga,Publicado há 21 dias,
